Experiments,Test,Animal,ID,Treatment,Diet,Age_month,Age_Cat,Sex,APOE,Code,Stage,Trial,Apparatus,Object1 : head entries,Object1.headtime,Object1_Day2_3_5: RI,Object1 : latency to first entry,Object1 : time mobile,Object1 : time immobile,Object1 : in zone oriented to centre,Object1 : time freezing,Object2 : head entries,Object2.headtime,Object2_Day2_3_5.RI,Object2 : latency to first entry,Object2 : time mobile,Object2 : time immobile,Object2 : in zone oriented to centre,Object2 : time freezing,Outerzone : head entries,Outerzone.headtime,Outerzone.distance,Outerzone : latency to first entry,Outerzone : average speed,Outerzone : time mobile,Outerzone : time immobile,Total_Time_Mobile,Outerzone.time.freezing,Centerzone : head entries,Centerzone.headtime,Centerzone.distance,Centerzone : latency to first entry,Centerzone : average speed,Centerzone : time mobile,Centerzone : time immobile,Centerzone.time.freezing,Object 3 : head entries,Object 3.headtime,Object 3 : latency to first entry,Object 3 : in zone oriented to centre,Object 4 : head entries,Object4.headtime,Object 4 : latency to first entry,Object 4 : in zone oriented to centre,Object1Center : head time oriented towards,Object2Center : head time oriented towards,Total.Distance,Total.Time.Freezing
APOE_210614_March Mixed cohort,143,210614-31,210614-31,E3HN_F,HFD,12,Young,Female,E3HN,C,Dilutions,4,box1,2,0.7,0.7,7.8,0,0.7,0.4,0,1,0.3,0.3,75.7,0.3,0,0,0,10,106.9,2.372,0,0.023,32,71.3,45.2,34.2,4,5.5,0.314,67.7,0.066,2.2,2.5,0,3,2.5,30.5,1.8,1,0.9,74.3,0.2,17.7,17.2,3.766,34.2
APOE_210614_March Mixed cohort,174,210614-31,210614-31,E3HN_F,HFD,12,Young,Female,E3HN,C,Day1_vanilla,5,box1,2,2,0.487804878,50.8,2,0,1.4,0,1,2.1,0.512195122,34.8,2.1,0,0.5,0,8,104.8,1.899,0,0.017,26.2,82.5,37.5,49.5,8,5.5,0.027,53.1,0.014,1.9,0,0,2,3.5,47.5,1.3,1,0.9,45.6,0.9,15,11.9,2.45,49.5
APOE_210614_March Mixed cohort,205,210614-31,210614-31,E3HN_F,HFD,12,Young,Female,E3HN,C,Day2_IdenticalObject,1,box1,0,0,0,,0,0,0,0,1,1,1,76.9,1,0,1,0,5,114.5,1.862,0,0.016,26.9,89.2,30.8,53.6,0,0,0,,,0,0,0,,,,,,,,,2.9,3.5,2.246,53.6
APOE_210614_March Mixed cohort,236,210614-31,210614-31,E3HN_F,HFD,12,Young,Female,E3HN,C,Day2_IdenticalObject,2,box1,1,1.6,1,48.5,1.6,0,1,0,0,0,0,,0,0,0,0,3,115.8,1.428,1,0.012,24.5,94.2,25.8,68.8,0,0,0,,,0,0,0,,,,,,,,,56.2,52,2.092,68.8
APOE_210614_March Mixed cohort,267,210614-31,210614-31,E3HN_F,HFD,12,Young,Female,E3HN,C,Day2_IdenticalObject,3,box1,0,0,0,,0,0,0,0,2,1.9,1,9.3,1.9,0,1.4,0,24,70.7,0.566,0,0.005,8.3,107.5,12.5,69.9,3,1.3,0,,,0,0,0,,,,,,,,,77,46.9,0.597,69.9
APOE_210614_March Mixed cohort,298,210614-31,210614-31,E3HN_F,HFD,12,Young,Female,E3HN,C,Day2_ShortTermMemory,4,box1,7,16.5,0.89673913,68.3,12.3,4.2,3.8,0,2,1.9,0.10326087,1.3,1.9,0,0.4,0,18,80.6,1.814,3.5,0.025,31.4,41.4,64.5,26.1,11,16.2,0.47,0,0.053,8.8,0,0,,,,,,,,,29.2,27.8,3.16,29.5
APOE_210614_March Mixed cohort,329,210614-31,210614-31,E3HN_F,HFD,12,Young,Female,E3HN,C,Day3_Novel Object2,1,box1,2,4.5,0.365853659,37,4.5,0,2.1,0,6,7.8,0.634146341,17.4,4.9,2.9,4.6,1.5,15,79.8,4.007,0,0.052,50,26.9,77.2,12.4,10,20.4,0.878,16.8,0.053,8.2,8.4,3.7,,,,,,,,,19.7,14.5,6.618,20.2
APOE_210614_March Mixed cohort,375,210614-31,210614-31,E3HN_F,HFD,12,Young,Female,E3HN,C,Day5_NovelObject3,1,box1,4,4.1,1,53.2,4.1,0,1.1,0,0,0,0,,0,0,0,0,11,110.2,3.045,0,0.029,49.2,54.2,61.9,26.4,1,1.8,0.172,98.6,0.094,1.8,0,0,,,,,,,,,8.1,9.3,3.861,26.8
APOE_210614_March Mixed cohort,4,210614-4,210614-4,E2HN_F,HFD,12,Young,Female,E2HN,A,openfield,1,box4,,,,,,,,,,,,,,,,,87,330.2,9.342,1.8,0.03,195.4,111.7,381.8,75.2,56,106,6.641,12.4,0.063,63.3,42.5,20.8,,,,,,,,,,,25.705,141.1
APOE_210614_March Mixed cohort,35,210614-4,210614-4,E2HN_F,HFD,12,Young,Female,E2HN,A,Dilutions,1,box4,5,4.3,0.661538462,0.8,4.3,0,3.7,0,3,2.2,0.338461538,0,2.2,0,1.2,0,22,94.7,4.837,2.1,0.048,66.2,34.3,83.4,30.4,5,4.7,0.237,0,0.06,3.9,0,0,2,1.1,37.1,0.2,4,2.8,7,1.7,,,6.055,33.3
APOE_210614_March Mixed cohort,68,210614-4,210614-4,E2HN_F,HFD,12,Young,Female,E2HN,A,Dilutions,2,box4,4,3.1,0.508196721,69.6,3.1,0,2.2,0,4,3,0.491803279,63.1,3,0,1.5,0,21,88.7,3.58,0,0.041,60.7,26.1,91.8,36.4,7,13.2,1.233,0.5,0.112,8.9,2.1,0,3,2.2,3,0.6,5,4.8,16.8,1,,,7.13,36.4
APOE_210614_March Mixed cohort,99,210614-4,210614-4,E2HN_F,HFD,12,Young,Female,E2HN,A,Dilutions,3,box4,1,0.5,1,38.2,0.5,0,0.2,0,0,0,0,,0,0,0,0,19,107.4,2.394,0,0.021,33.8,80.5,39.5,71.5,0,0,0,,,0,0,0,0,0,,0,2,0.4,35.7,0.1,,,2.849,71.5
APOE_210614_March Mixed cohort,130,210614-4,210614-4,E2HN_F,HFD,12,Young,Female,E2HN,A,Dilutions,4,box4,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,2,117.7,1.518,2.1,0.013,39.3,77.5,42.5,102.4,1,1.5,0.065,0.3,0.043,1.5,0,0,1,0.6,0,0.1,1,0.4,1.2,0.4,,,1.811,102.4
APOE_210614_March Mixed cohort,161,210614-4,210614-4,E2HN_F,HFD,12,Young,Female,E2HN,A,Day1_vanilla,5,box4,1,2.1,0.875,107.9,2.1,0,2,0,1,0.3,0.125,100.8,0.3,0,0,0,11,103.3,2.058,0,0.019,34.5,75.1,44.9,80.5,1,2.9,0.151,69,0.056,2.7,0,0,0,0,,0,2,1.5,66.7,0,,,2.951,80.5
APOE_210614_March Mixed cohort,192,210614-4,210614-4,E2HN_F,HFD,12,Young,Female,E2HN,A,Day2_IdenticalObject,1,box4,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,14,92.3,1.054,0,0.011,14.2,85.5,14.4,79.1,0,0,0,,,0,0,0,,,,,,,,,,,1.069,98.4
APOE_210614_March Mixed cohort,223,210614-4,210614-4,E2HN_F,HFD,12,Young,Female,E2HN,A,Day2_IdenticalObject,2,box4,1,0.5,0.333333333,60.4,0.5,0,0.3,0,1,1,0.666666667,42.5,1,0,0.4,0,7,108.7,2.874,1.6,0.025,41.6,71.6,48.4,69.8,2,2.6,0.284,0,0.118,2.4,0,0,,,,,,,,,,,4.183,69.8
APOE_210614_March Mixed cohort,254,210614-4,210614-4,E2HN_F,HFD,12,Young,Female,E2HN,A,Day2_IdenticalObject,3,box4,0,0,0,,0,0,0,0,1,38.7,1,0,38.7,0,0,38.7,3,77.7,1.929,0,0.017,56.4,59.2,60.8,104.4,0,0,0.02,42.6,0.091,0.2,0,0,,,,,,,,,,,2.749,105.2
APOE_210614_March Mixed cohort,285,210614-4,210614-4,E2HN_F,HFD,12,Young,Female,E2HN,A,Day2_ShortTermMemory,4,box4,0,0,0,,0,0,0,0,1,1,1,57.5,1,0,0.7,0,3,115.5,3.382,0,0.029,41.5,73.3,46.7,86.2,1,1.4,0.158,57.1,0.106,1.5,0,0,,,,,,,,,,,4.17,86.2
APOE_210614_March Mixed cohort,316,210614-4,210614-4,E2HN_F,HFD,12,Young,Female,E2HN,A,Day3_Novel Object2,1,box4,1,0.4,0.285714286,78.6,0.4,0,0,0,3,1,0.714285714,74.3,1,0,0.2,0,4,114.1,3.32,0,0.029,31.1,83.8,36.2,76,1,3.6,0.226,76.1,0.078,2.9,0,0,,,,,,,,,,,3.774,76
APOE_210614_March Mixed cohort,361,210614-4,210614-4,E2HN_F,HFD,12,Young,Female,E2HN,A,Day5_NovelObject3,1,box4,2,2.5,0.5,24.1,2.5,0,0.1,0,2,2.5,0.5,24.1,2.5,0,0.1,0,15,85.5,3.321,0.7,0.036,45.8,46.9,69.3,31.7,10,6.5,0.779,4.2,0.088,8.9,0,1.4,4,1.9,4.4,0.8,,,,,,,6.148,35.4
APOE_210614_March Mixed cohort,5,210614-5,210614-5,E2HN_F,HFD,12,Young,Female,E2HN,A,openfield,1,box1,,,,,,,,,,,,,,,,,107,315.7,14.038,8.3,0.05,222.5,56,410.9,24.5,93,127,8.769,0.4,0.079,77.3,33.1,11.8,,,,,,,,,86.7,65.4,34.515,76.7
APOE_210614_March Mixed cohort,36,210614-5,210614-5,E2HN_F,HFD,12,Young,Female,E2HN,A,Dilutions,1,box1,6,5.1,0.495145631,19.8,5.1,0,2.4,0,6,5.2,0.504854369,21.2,5.2,0,1.9,0,26,61.2,2.88,4.8,0.054,35.9,17.7,89.9,4.1,19,23.2,1.099,0,0.062,17.6,0,0,11,6.4,2.3,3.7,9,7.5,3,2.8,12.9,15.4,7.297,10
APOE_210614_March Mixed cohort,69,210614-5,210614-5,E2HN_F,HFD,12,Young,Female,E2HN,A,Dilutions,2,box1,5,8.9,0.577922078,54.8,2.6,6.2,2.8,2.3,8,6.5,0.422077922,5.3,6.5,0,4.5,1.4,19,53.9,1.937,0,0.044,26.5,17.4,79.1,6.4,11,24.3,1.8,5.5,0.07,21.7,4,0,8,5.8,17.8,2.7,7,5.8,15,1.5,17.1,18.9,6.513,16.3
APOE_210614_March Mixed cohort,100,210614-5,210614-5,E2HN_F,HFD,12,Young,Female,E2HN,A,Dilutions,3,box1,8,17,0.459459459,13,17,0,5.5,0,13,20,0.540540541,7,20,0,4,0,19,33.8,1.199,0,0.039,18.1,12.3,105.5,5.8,29,51.1,2.609,7,0.075,35,0,0,11,9.2,21.8,4,11,14.6,6.1,3.8,22.8,19.4,7.042,5.8
APOE_210614_March Mixed cohort,131,210614-5,210614-5,E2HN_F,HFD,12,Young,Female,E2HN,A,Dilutions,4,box1,8,6,0.428571429,23.7,6,0,0.9,0,7,8,0.571428571,7.8,8,0,1.4,0,11,38.8,0.933,0,0.026,22.8,13.3,88.3,1.2,19,28.8,1.023,24.4,0.035,18,11.6,0,6,32,24.4,1.6,8,9.3,8.2,3.6,17.8,19.8,5.421,1.2
APOE_210614_March Mixed cohort,162,210614-5,210614-5,E2HN_F,HFD,12,Young,Female,E2HN,A,Day1_vanilla,5,box1,12,12.3,0.492,38.5,10.6,1.8,8.1,0,9,12.7,0.508,24.6,9.9,2.8,4.9,0,12,46.3,1.141,0,0.031,27.7,9.6,102.5,4.7,15,39.6,1.814,24.4,0.05,33.4,2.8,0,5,3.5,28.8,1.1,7,12.7,49.1,4.4,10.7,14.8,5.393,6.4
APOE_210614_March Mixed cohort,193,210614-5,210614-5,E2HN_F,HFD,12,Young,Female,E2HN,A,Day2_IdenticalObject,1,box1,5,8.4,0.545454545,32.5,4.2,4.2,1.6,1.5,7,7,0.454545455,36.7,6.3,0.7,1.4,1.2,23,71.8,2.404,0,0.033,28.8,43,60.8,15.3,6,11.7,0.414,36.1,0.042,9.8,0,0,,,,,,,,,15.4,10,4.265,21.6
APOE_210614_March Mixed cohort,224,210614-5,210614-5,E2HN_F,HFD,12,Young,Female,E2HN,A,Day2_IdenticalObject,2,box1,7,3.8,0.441860465,26.5,3.7,0.1,1,0,8,4.8,0.558139535,56.3,4.7,0.1,1.5,0,16,68.9,1.462,0,0.022,29.3,38.4,64.5,19.9,7,14.6,0.931,25.6,0.105,8.8,0,0,,,,,,,,,22.3,16.4,4.25,24.9
APOE_210614_March Mixed cohort,255,210614-5,210614-5,E2HN_F,HFD,12,Young,Female,E2HN,A,Day2_IdenticalObject,3,box1,3,3.6,0.418604651,66.3,3.6,0,3.5,0,4,5,0.581395349,64,5,0,1.2,0,17,78.3,2.873,0.7,0.047,36.1,25.6,63,14.7,7,13,1.03,0,0.08,12.9,0,0,,,,,,,,,20.5,11.8,5.377,32.1
APOE_210614_March Mixed cohort,286,210614-5,210614-5,E2HN_F,HFD,12,Young,Female,E2HN,A,Day2_ShortTermMemory,4,box1,6,5.7,0.542857143,45.4,5.7,0,2.3,0,8,4.8,0.457142857,49.1,4.8,0,1.5,0,15,81.1,2.869,0,0.04,34.9,37.6,72.4,14,9,20,1.367,23.4,0.074,18.5,0,0,,,,,,,,,8.8,6.6,6.242,17.2
APOE_210614_March Mixed cohort,317,210614-5,210614-5,E2HN_F,HFD,12,Young,Female,E2HN,A,Day3_Novel Object2,1,box1,8,6.6,0.397590361,9.7,6.6,0,3.4,0,8,10,0.602409639,39.5,10,0,2.9,0,17,69.8,3.262,0.5,0.048,41.6,26.8,91.2,4,18,25.4,1.719,9.1,0.075,21,2,1.1,,,,,,,,,12.6,9.4,7.284,5.2
APOE_210614_March Mixed cohort,362,210614-5,210614-5,E2HN_F,HFD,12,Young,Female,E2HN,A,Day5_NovelObject3,1,box1,2,4.8,0.393442623,54.8,2.4,2.4,2,0,5,7.4,0.606557377,33.8,7.4,0,4.4,0,10,85.8,3.682,0,0.04,50.2,41.9,75.3,29.7,8,12.8,0.661,33.6,0.068,9.7,0,0,,,,,,,,,21.3,21.3,5.631,30.9
APOE_210614_March Mixed cohort,7,210614-6,210614-6,E2HN_M,HFD,12,Young,Male,E2HN,B,openfield,1,box3,,,,,,,,,,,,,,,,,126,336.1,12.051,21.9,0.051,207.9,27.4,538.3,12.3,81,117.2,9.519,0.3,0.085,101.6,10,7.3,,,,,,,,,,,35.511,33
APOE_210614_March Mixed cohort,38,210614-6,210614-6,E2HN_M,HFD,12,Young,Male,E2HN,B,Dilutions,1,box3,10,7.3,0.54887218,2,6.6,0.7,4.1,0,8,6,0.45112782,0.3,6,0,3,0,33,59.8,1.669,16.2,0.027,40.3,22.5,89.1,19.6,11,18.8,0.465,0,0.027,17.5,0,0,8,2.5,3.3,0.5,7,5.8,6.1,2.4,,,3.938,25.3
APOE_210614_March Mixed cohort,71,210614-6,210614-6,E2HN_M,HFD,12,Young,Male,E2HN,B,Dilutions,2,box3,4,2.9,0.322222222,5.9,1.2,1.7,0.6,1.2,5,6.1,0.677777778,2.9,1.4,4.8,2,3.4,29,67.2,1.166,4.8,0.018,24.2,40.3,43.5,38.3,4,5.8,0.128,0,0.029,4.4,0,0,3,2.6,0,1.3,1,0.8,70.1,0.6,,,2.047,72.3
APOE_210614_March Mixed cohort,102,210614-6,210614-6,E2HN_M,HFD,12,Young,Male,E2HN,B,Dilutions,3,box3,11,12.4,0.516666667,26.3,12.4,0,3.6,0,12,11.6,0.483333333,37.4,10.4,1.2,6.2,1.2,20,41.6,0.435,2.7,0.023,11.5,7.4,83.8,3.4,12,26,1.571,0.4,0.063,24.7,0,0,6,5.1,36.5,4,7,11.4,0.8,6.1,,,4.506,20.3
APOE_210614_March Mixed cohort,133,210614-6,210614-6,E2HN_M,HFD,12,Young,Male,E2HN,B,Dilutions,4,box3,6,9.1,0.39055794,72.1,9.1,0,2.7,0,16,14.2,0.60944206,2.5,6.3,7.9,4.4,4.7,17,43.3,1.385,4.2,0.041,28.6,4.8,88.7,6.6,16,35,0.752,1.9,0.033,16.3,6.4,3.3,4,9.4,0.5,5.6,10,8.2,13.8,4.9,,,4.339,23.9
APOE_210614_March Mixed cohort,164,210614-6,210614-6,E2HN_M,HFD,12,Young,Male,E2HN,B,Day1_vanilla,5,box3,8,6.4,0.44137931,53.4,4.4,2,4.6,0.2,7,8.1,0.55862069,55,7.1,1,4.7,0,15,70.8,1.881,0,0.027,21.6,48.5,53.7,40.5,7,17.6,0.392,60.1,0.03,11.1,2,0,2,2.5,59.9,0.9,8,3.1,92.7,2,,,3.909,50.4
APOE_210614_March Mixed cohort,194,210614-6,210614-6,E2HN_M,HFD,12,Young,Male,E2HN,B,Day2_IdenticalObject,1,box2,9,11.9,0.4375,37.4,9,3,4.9,1.7,12,15.3,0.5625,18.8,13,2.3,5.5,1.2,19,59.2,2.764,1.6,0.054,36.6,14.4,94.1,4.5,16,28.6,1.719,0,0.073,21.2,2.3,2.6,,,,,,,,,,,6.887,11.1
APOE_210614_March Mixed cohort,225,210614-6,210614-6,E2HN_M,HFD,12,Young,Male,E2HN,B,Day2_IdenticalObject,2,box2,4,4.5,0.592105263,86.2,4.5,0,0.8,0,4,3.1,0.407894737,62.5,3.1,0,1.5,0,24,82.3,3.397,0,0.038,35.7,53.4,66.2,20.8,4,8.2,0.382,85,0.062,6.2,0,0,,,,,,,,,,,5.117,21
APOE_210614_March Mixed cohort,256,210614-6,210614-6,E2HN_M,HFD,12,Young,Male,E2HN,B,Day2_IdenticalObject,3,box2,0,0,0,,0,0,0,0,1,0.9,1,113.4,0.9,0,0.6,0,14,108.3,3.869,1.8,0.036,41.7,65.4,49.6,35.6,2,2.4,0.184,0,0.084,2.2,0,0,,,,,,,,,,,4.692,39.8
APOE_210614_March Mixed cohort,287,210614-6,210614-6,E2HN_M,HFD,12,Young,Male,E2HN,B,Day2_ShortTermMemory,4,box2,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,5,116.2,2.515,0,0.022,29.6,83,34.3,69,1,0.1,0,119.9,0,0.1,0,0,,,,,,,,,,,2.87,70
APOE_210614_March Mixed cohort,318,210614-6,210614-6,E2HN_M,HFD,12,Young,Male,E2HN,B,Day3_Novel Object2,1,box2,6,3.7,0.397849462,99.9,3.7,0,0.9,0,3,5.6,0.602150538,82.1,5.6,0,3.2,0,16,82.4,3.152,2.1,0.046,30,38.2,62.7,10.4,7,12.9,0.444,2.7,0.037,5.6,6.5,3.9,,,,,,,,,,,6.3,19.6
APOE_210614_March Mixed cohort,363,210614-6,210614-6,E2HN_M,HFD,12,Young,Male,E2HN,B,Day5_NovelObject3,1,box2,2,3.4,1,27.5,3.4,0,1.9,1.1,0,0,0,,0,0,0,0,11,103.1,2.636,0,0.025,28.5,75.2,44.7,45.5,5,9,0.438,7,0.043,10.3,0,2.3,,,,,,,,,,,3.812,50.5
APOE_210614_March Mixed cohort,6,210614-7,210614-7,E2HN_M,HFD,12,Young,Male,E2HN,B,openfield,1,box2,,,,,,,,,,,,,,,,,147,151.1,3.066,45.3,0.036,66.8,18.9,379.3,7.1,126,140.2,5.554,34.5,0.041,95.8,41.2,23.4,,,,,,,,,,,18.743,110.4
APOE_210614_March Mixed cohort,37,210614-7,210614-7,E2HN_M,HFD,12,Young,Male,E2HN,B,Dilutions,1,box2,11,7.7,0.658119658,5.5,7.7,0,2.2,0,10,4,0.341880342,5.1,4,0,2.2,0,22,41.7,2.088,12.6,0.066,31.5,0,120,0,25,45.9,3.018,0,0.064,47,0,0,15,18,7.4,7.8,11,13.5,0,4.7,,,8.752,1.2
APOE_210614_March Mixed cohort,70,210614-7,210614-7,E2HN_M,HFD,12,Young,Male,E2HN,B,Dilutions,2,box2,7,6.5,0.546218487,6.6,6.5,0,0.7,0,10,5.4,0.453781513,17.1,4.5,0.8,2.1,0,29,49.8,2.301,2.3,0.048,48,0,111,0,15,14.5,0.775,1.1,0.078,10,0,0,10,9.5,16.1,1,6,2.3,31.9,0.3,,,6.82,1.4
APOE_210614_March Mixed cohort,101,210614-7,210614-7,E2HN_M,HFD,12,Young,Male,E2HN,B,Dilutions,3,box2,6,4.2,0.823529412,3.7,3.7,0.4,2.3,0,2,0.9,0.176470588,6.8,0.9,0,0.8,0,19,66.9,0.976,11.1,0.014,23.5,44.9,57.8,23.8,8,18.9,1.071,1.1,0.057,16.3,2.5,0,7,8,3,1.6,7,6.5,1.6,1.2,,,3.536,29.4
APOE_210614_March Mixed cohort,132,210614-7,210614-7,E2HN_M,HFD,12,Young,Male,E2HN,B,Dilutions,4,box2,3,2.9,0.617021277,79.9,2.9,0,0.8,0,3,1.8,0.382978723,84.9,0.7,1.1,0.9,0,6,83.7,0.415,5.8,0.005,7.5,71,27.9,54.6,9,13,0.396,0,0.033,9.8,2.1,0,2,2.6,1.1,0.4,7,11.1,3.8,2.8,,,1.496,65.7
APOE_210614_March Mixed cohort,163,210614-7,210614-7,E2HN_M,HFD,12,Young,Male,E2HN,B,Day1_vanilla,5,box2,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,2,113.7,0.441,1.6,0.004,2.8,106,8.4,88.7,0,0,0,0,0,1,0,0,0,0,,0,0,0,,0,,,0.629,93.1
APOE_210614_March Mixed cohort,195,210614-7,210614-7,E2HN_M,HFD,12,Young,Male,E2HN,B,Day2_IdenticalObject,1,box3,6,16.2,0.775119617,0.7,7.8,8.5,6.6,6.6,9,4.7,0.224880383,18.6,4.1,0.6,1.8,0,27,58.3,0.619,3.6,0.013,19.3,28.3,57.7,22,10,21.2,0.765,0,0.042,14,4.1,2.9,,,,,,,,,,,2.979,51.1
APOE_210614_March Mixed cohort,226,210614-7,210614-7,E2HN_M,HFD,12,Young,Male,E2HN,B,Day2_IdenticalObject,2,box3,3,1.9,0.240506329,87,1.9,0,0.4,0,2,6,0.759493671,99.3,2.8,3.2,1.6,2.2,11,98.1,1.564,1.2,0.018,18.7,68,37.4,66,4,8.2,0.351,0,0.046,7.7,0,1.2,,,,,,,,,,,2.862,78.6
APOE_210614_March Mixed cohort,257,210614-7,210614-7,E2HN_M,HFD,12,Young,Male,E2HN,B,Day2_IdenticalObject,3,box3,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,4,85.4,1.864,2.9,0.023,8.1,72.1,47.9,67.4,1,1.9,0.182,0,0.053,3.5,0,1.3,,,,,,,,,,,4.753,88
APOE_210614_March Mixed cohort,288,210614-7,210614-7,E2HN_M,HFD,12,Young,Male,E2HN,B,Day2_ShortTermMemory,4,box3,1,0.1,1,115.2,0.1,0,0,0,0,0,0,,0,0,0,0,4,118.1,0.466,0,0.004,9.2,109.2,10.8,109.7,1,0.9,0.141,114.7,0.176,0.8,0,0,,,,,,,,,,,0.742,109.7
APOE_210614_March Mixed cohort,319,210614-7,210614-7,E2HN_M,HFD,12,Young,Male,E2HN,B,Day3_Novel Object2,1,box3,1,0.1,0.333333333,108.6,0.1,0,0,0,1,0.2,0.666666667,118.4,0.2,0,0.1,0,10,103.9,2.399,0,0.023,22.6,81.8,36,78,3,3.8,0.476,70.2,0.088,5.4,0,0,,,,,,,,,,,3.87,78.1
APOE_210614_March Mixed cohort,364,210614-7,210614-7,E2HN_M,HFD,12,Young,Male,E2HN,B,Day5_NovelObject3,1,box3,5,6.3,0.797468354,19.4,5.4,0.9,3.6,0,2,1.6,0.202531646,82,1.1,0.5,1.6,0,23,79.9,3.263,0,0.047,48.7,20.5,82.8,16.2,8,13.4,0.648,20.4,0.109,6,0,0,,,,,,,,,,,5.608,29.3
APOE_210614_March Mixed cohort,8,210614-8,210614-8,E3HN_M,HFD,12,Young,Male,E3HN,D,openfield,1,box4,,,,,,,,,,,,,,,,,92,343.1,7.376,21.9,0.028,166.7,97.2,417.4,33.5,58,80.5,5.802,0,0.059,90.9,7.1,3.2,,,,,,,,,,,23.102,69.2
APOE_210614_March Mixed cohort,39,210614-8,210614-8,E3HN_M,HFD,12,Young,Male,E3HN,D,Dilutions,1,box4,4,3.9,0.672413793,6,3.9,0,3.3,0,3,1.9,0.327586207,23.6,1.9,0,0.7,0,18,82.7,2.753,19.2,0.035,41.2,38.4,76.2,25.5,5,11,0.153,0,0.014,10.9,0,0,5,5.1,6.7,2.6,12,7.3,1.2,1.5,,,4.048,25.5
APOE_210614_March Mixed cohort,72,210614-8,210614-8,E3HN_M,HFD,12,Young,Male,E3HN,D,Dilutions,2,box4,3,1.9,0.339285714,0.9,1.9,0,1.9,0,3,3.7,0.660714286,101.8,1.5,2.2,2.8,0,16,83.8,0.629,15.5,0.008,8.5,69.6,36.5,61.6,2,20,0.762,0,0.038,20.1,0,0,2,1.4,7.9,0.2,6,2.3,9.1,2.1,,,1.96,70.1
APOE_210614_March Mixed cohort,103,210614-8,210614-8,E3HN_M,HFD,12,Young,Male,E3HN,D,Dilutions,3,box4,6,5.9,0.51754386,39.4,5.9,0,1.2,0,6,5.5,0.48245614,0.8,5.5,0,2.5,0,25,70.8,1.158,12.9,0.02,24,34.5,63.3,21.8,10,18.1,0.584,0,0.034,15.2,2,0,1,0.3,49.6,0,4,5.9,3.5,0.5,,,2.958,28.6
APOE_210614_March Mixed cohort,134,210614-8,210614-8,E3HN_M,HFD,12,Young,Male,E3HN,D,Dilutions,4,box4,2,1.8,1,110.8,1.8,0,0,0,0,0,0,,0,0,0,0,15,88.5,1.078,2.8,0.013,35.5,50.5,53,73.1,2,4.4,0,112.8,0,0.7,0,0,3,5,113.8,0.4,0,0,,0,,,1.75,91.7
APOE_210614_March Mixed cohort,165,210614-8,210614-8,E3HN_M,HFD,12,Young,Male,E3HN,D,Day1_vanilla,5,box4,1,1.5,0.517241379,82.9,0,1.5,0.1,0,1,1.4,0.482758621,80.3,1.4,0,0.7,0,5,96.1,0.816,23.8,0.009,12.3,75.2,25,68,2,15.4,0.257,0,0.018,7.4,6.9,0,1,0.2,14.4,0,0,0,,0,,,1.428,76.1
APOE_210614_March Mixed cohort,196,210614-8,210614-8,E3HN_M,HFD,12,Young,Male,E3HN,D,Day2_IdenticalObject,1,box4,10,12.4,0.843537415,1.6,6.4,6,7,3.1,8,2.3,0.156462585,0,2.2,0.1,0.4,0,8,75.9,2.25,2.7,0.032,34.2,35.2,61.4,18.8,13,15.4,0.934,0,0.054,12.2,4.9,0,,,,,,,,,,,4.306,24.4
APOE_210614_March Mixed cohort,227,210614-8,210614-8,E3HN_M,HFD,12,Young,Male,E3HN,D,Day2_IdenticalObject,2,box4,0,0,0,,0,0,0,0,1,6.2,1,90.3,3.2,3,2.6,1.3,2,110.3,1.781,2.1,0.016,29.2,80.6,36.4,73.3,4,5.9,0.161,0,0.02,5,3,1.3,,,,,,,,,,,2.144,74.6
APOE_210614_March Mixed cohort,258,210614-8,210614-8,E3HN_M,HFD,12,Young,Male,E3HN,D,Day2_IdenticalObject,3,box4,0,0,0,,0,0,0,0,1,37.3,1,0,34.3,3,0,26.8,1,81.3,1.951,9.9,0.021,22.8,68.8,48.2,64.6,1,0.6,0.311,0.2,0.347,0.7,0.2,0,,,,,,,,,,,3.433,80.5
APOE_210614_March Mixed cohort,289,210614-8,210614-8,E3HN_M,HFD,12,Young,Male,E3HN,D,Day2_ShortTermMemory,4,box4,3,2.8,0.8,2,1.7,1.1,0.1,0,1,0.7,0.2,72.2,0.7,0,0,0,6,107.2,2.287,8.1,0.023,19.4,80.1,32.3,74.8,4,6.3,0.342,0.6,0.04,5.4,3.1,1.7,,,,,,,,,,,4.039,78.9
APOE_210614_March Mixed cohort,320,210614-8,210614-8,E3HN_M,HFD,12,Young,Male,E3HN,D,Day3_Novel Object2,1,box4,0,0,0,,0,0,0,0,2,1.6,1,86.3,1.6,0,0,0,3,113.7,2.224,1.7,0.02,23.2,89.1,30.9,78.9,2,5.2,0.366,0,0.072,5.1,0,0,,,,,,,,,,,2.725,78.9
